year_month,country,occupation,source_indeed_total_it_index,source_indeed_ai_job_share,source_so_ai_use_rate,source_so_avg_salary_usd,source_linkedin_ai_hiring_index,source_stanford_genai_demand_score,key_skills
2025-09,한국,Cloud/DevOps,92,8.33,79.6,62167,110.9,53.2,"Python, SQL, AWS"
2025-09,일본,AI·ML Engineer,92,9.21,78.0,120529,119.0,82.8,"Python, PyTorch, LLM, RAG"
2025-09,일본,Data Scientist/Analyst,92,9.38,80.1,53689,136.7,64.3,"Python, SQL, AWS"
2025-09,일본,Software Developer,92,5.29,61.8,126382,122.1,54.3,"Python, SQL, AWS"
2025-09,일본,Cloud/DevOps,92,11.72,75.7,84214,120.3,61.8,"Python, SQL, AWS"
2025-09,독일,AI·ML Engineer,92,10.24,77.4,83869,126.0,84.9,"Python, PyTorch, LLM, RAG"
2025-09,독일,Data Scientist/Analyst,92,11.22,80.5,99220,107.7,73.5,"Python, SQL, AWS"
2025-09,독일,Software Developer,92,6.25,67.4,80166,113.0,88.4,"Python, SQL, AWS"
2025-09,독일,Cloud/DevOps,92,9.92,63.8,90221,107.2,62.0,"Python, SQL, AWS"
2025-09,인도네시아,AI·ML Engineer,92,10.98,64.9,63468,129.0,51.0,"Python, PyTorch, LLM, RAG"
2025-09,인도네시아,Data Scientist/Analyst,92,4.53,77.2,85000,126.7,54.0,"Python, SQL, AWS"
2025-09,인도네시아,Software Developer,92,7.74,75.5,113617,118.6,73.0,"Python, SQL, AWS"
2025-09,인도네시아,Cloud/DevOps,92,5.98,74.1,40936,113.6,81.0,"Python, SQL, AWS"
2025-09,베트남,AI·ML Engineer,92,5.98,62.2,58140,126.7,63.2,"Python, PyTorch, LLM, RAG"
2025-09,베트남,Data Scientist/Analyst,92,8.22,75.3,98237,139.1,51.9,"Python, SQL, AWS"
2025-09,베트남,Software Developer,92,6.7,82.7,106335,138.7,63.2,"Python, SQL, AWS"
2025-09,베트남,Cloud/DevOps,92,4.96,81.4,117402,120.1,75.9,"Python, SQL, AWS"
2025-10,미국,AI·ML Engineer,92,3.68,71.5,128221,117.2,69.7,"Python, PyTorch, LLM, RAG"
2025-10,미국,Data Scientist/Analyst,92,9.02,67.2,63663,132.0,90.7,"Python, SQL, AWS"
2025-10,미국,Software Developer,92,5.4,66.4,86429,112.9,65.3,"Python, SQL, AWS"
2025-10,미국,Cloud/DevOps,92,9.45,83.2,76312,111.6,81.0,"Python, SQL, AWS"
2025-10,한국,AI·ML Engineer,92,11.47,76.5,129566,124.1,50.7,"Python, PyTorch, LLM, RAG"
2025-10,한국,Data Scientist/Analyst,92,7.53,64.1,59612,111.6,51.9,"Python, SQL, AWS"
2025-10,한국,Software Developer,92,5.76,79.4,99987,120.1,55.4,"Python, SQL, AWS"
2025-10,한국,Cloud/DevOps,92,5.42,71.4,93723,114.4,67.1,"Python, SQL, AWS"
2025-10,일본,AI·ML Engineer,92,3.83,60.3,107053,129.3,71.6,"Python, PyTorch, LLM, RAG"
2025-10,일본,Data Scientist/Analyst,92,6.47,75.7,94633,120.5,59.1,"Python, SQL, AWS"
2025-10,일본,Software Developer,92,5.51,78.4,64541,109.1,68.9,"Python, SQL, AWS"
2025-10,일본,Cloud/DevOps,92,9.73,64.0,120375,123.4,79.8,"Python, SQL, AWS"
2025-10,독일,AI·ML Engineer,92,7.17,67.0,69661,100.7,74.0,"Python, PyTorch, LLM, RAG"
2025-10,독일,Data Scientist/Analyst,92,7.07,63.8,63314,131.5,50.5,"Python, SQL, AWS"
2025-10,독일,Software Developer,92,8.7,67.7,115839,103.6,58.9,"Python, SQL, AWS"
2025-10,독일,Cloud/DevOps,92,7.12,73.8,72313,113.5,57.7,"Python, SQL, AWS"
2025-10,인도네시아,AI·ML Engineer,92,11.77,84.7,59493,107.7,61.8,"Python, PyTorch, LLM, RAG"
2025-10,인도네시아,Data Scientist/Analyst,92,9.8,64.0,61950,111.1,77.7,"Python, SQL, AWS"
2025-10,인도네시아,Software Developer,92,7.0,61.3,99945,112.1,50.2,"Python, SQL, AWS"
2025-10,인도네시아,Cloud/DevOps,92,10.63,65.4,107301,103.3,82.3,"Python, SQL, AWS"
2025-10,베트남,AI·ML Engineer,92,8.88,84.2,123899,136.4,52.5,"Python, PyTorch, LLM, RAG"
2025-10,베트남,Data Scientist/Analyst,92,7.71,79.3,107972,111.3,69.9,"Python, SQL, AWS"
2025-10,베트남,Software Developer,92,3.76,70.2,46010,128.5,88.5,"Python, SQL, AWS"
2025-10,베트남,Cloud/DevOps,92,5.52,68.4,45235,124.8,83.7,"Python, SQL, AWS"
2025-11,미국,AI·ML Engineer,92,6.72,77.0,41028,104.9,59.6,"Python, PyTorch, LLM, RAG"
2025-11,미국,Data Scientist/Analyst,92,11.79,65.2,43694,115.7,90.1,"Python, SQL, AWS"
2025-11,미국,Software Developer,92,10.63,75.0,116693,101.5,73.0,"Python, SQL, AWS"
2025-11,미국,Cloud/DevOps,92,7.88,70.2,75093,124.0,76.2,"Python, SQL, AWS"
2025-11,한국,AI·ML Engineer,92,11.84,84.1,60530,138.3,77.0,"Python, PyTorch, LLM, RAG"
2025-11,한국,Data Scientist/Analyst,92,3.52,84.2,52515,102.7,71.5,"Python, SQL, AWS"
2025-11,한국,Software Developer,92,8.34,75.7,95152,103.3,80.1,"Python, SQL, AWS"
2025-11,한국,Cloud/DevOps,92,5.83,83.2,65813,131.4,74.7,"Python, SQL, AWS"
2025-11,일본,AI·ML Engineer,92,5.93,82.0,100222,119.3,58.5,"Python, PyTorch, LLM, RAG"
2025-11,일본,Data Scientist/Analyst,92,5.27,61.0,90228,125.7,85.0,"Python, SQL, AWS"
2025-11,일본,Software Developer,92,11.55,65.4,96998,106.3,75.3,"Python, SQL, AWS"
2025-11,일본,Cloud/DevOps,92,5.53,69.5,122239,116.6,63.5,"Python, SQL, AWS"
2025-11,독일,AI·ML Engineer,92,5.69,74.8,119544,100.1,72.0,"Python, PyTorch, LLM, RAG"
2025-11,독일,Data Scientist/Analyst,92,10.47,75.2,91908,127.7,68.7,"Python, SQL, AWS"
2025-11,독일,Software Developer,92,4.69,76.8,109902,101.4,79.3,"Python, SQL, AWS"
2025-11,독일,Cloud/DevOps,92,8.71,67.3,43882,135.9,80.3,"Python, SQL, AWS"
2025-11,인도네시아,AI·ML Engineer,92,10.26,66.9,122048,111.9,60.9,"Python, PyTorch, LLM, RAG"
2025-11,인도네시아,Data Scientist/Analyst,92,5.13,69.1,123986,117.7,65.7,"Python, SQL, AWS"
2025-11,인도네시아,Software Developer,92,7.27,83.3,123724,138.0,66.6,"Python, SQL, AWS"
2025-11,인도네시아,Cloud/DevOps,92,9.98,66.0,62212,118.7,59.7,"Python, SQL, AWS"
2025-11,베트남,AI·ML Engineer,92,11.38,70.0,47321,117.3,88.8,"Python, PyTorch, LLM, RAG"
2025-11,베트남,Data Scientist/Analyst,92,5.89,84.1,70539,102.3,76.8,"Python, SQL, AWS"
2025-11,베트남,Software Developer,92,6.92,83.8,90732,106.0,66.0,"Python, SQL, AWS"
2025-11,베트남,Cloud/DevOps,92,7.86,79.6,48668,109.3,74.6,"Python, SQL, AWS"
2025-12,미국,AI·ML Engineer,92,7.58,64.5,53714,107.4,61.3,"Python, PyTorch, LLM, RAG"
2025-12,미국,Data Scientist/Analyst,92,7.41,69.9,128862,111.9,68.7,"Python, SQL, AWS"
2025-12,미국,Software Developer,92,3.75,74.4,128592,112.2,75.7,"Python, SQL, AWS"
2025-12,미국,Cloud/DevOps,92,10.07,81.2,72920,139.4,81.2,"Python, SQL, AWS"
2025-12,한국,AI·ML Engineer,92,11.18,83.1,105069,121.3,92.6,"Python, PyTorch, LLM, RAG"
2025-12,한국,Data Scientist/Analyst,92,11.75,67.7,89025,139.9,80.2,"Python, SQL, AWS"
2025-12,한국,Software Developer,92,9.44,84.2,94417,139.4,74.4,"Python, SQL, AWS"
2025-12,한국,Cloud/DevOps,92,11.43,64.4,101050,130.2,70.4,"Python, SQL, AWS"
2025-12,일본,AI·ML Engineer,92,9.87,64.1,83358,138.5,72.7,"Python, PyTorch, LLM, RAG"
2025-12,일본,Data Scientist/Analyst,92,7.74,72.7,43465,125.9,75.1,"Python, SQL, AWS"
2025-12,일본,Software Developer,92,4.78,83.6,126106,101.8,59.7,"Python, SQL, AWS"
2025-12,일본,Cloud/DevOps,92,10.91,62.7,124745,101.6,93.3,"Python, SQL, AWS"
2025-12,독일,AI·ML Engineer,92,8.97,74.2,42374,105.5,88.7,"Python, PyTorch, LLM, RAG"
2025-12,독일,Data Scientist/Analyst,92,4.12,76.7,125268,112.1,73.9,"Python, SQL, AWS"
2025-12,독일,Software Developer,92,6.45,79.5,111594,139.8,86.8,"Python, SQL, AWS"
2025-12,독일,Cloud/DevOps,92,10.89,75.8,116722,122.1,83.3,"Python, SQL, AWS"
2025-12,인도네시아,AI·ML Engineer,92,5.3,65.5,93739,102.1,79.3,"Python, PyTorch, LLM, RAG"
2025-12,인도네시아,Data Scientist/Analyst,92,10.95,60.1,74288,111.0,89.6,"Python, SQL, AWS"
2025-12,인도네시아,Software Developer,92,10.94,74.9,69908,125.7,61.7,"Python, SQL, AWS"
2025-12,인도네시아,Cloud/DevOps,92,5.93,72.2,47000,102.4,75.6,"Python, SQL, AWS"
2025-12,베트남,AI·ML Engineer,92,9.35,69.6,99425,140.0,82.2,"Python, PyTorch, LLM, RAG"
2025-12,베트남,Data Scientist/Analyst,92,6.97,67.0,102410,101.9,70.6,"Python, SQL, AWS"
2025-12,베트남,Software Developer,92,11.33,76.6,70197,103.4,64.3,"Python, SQL, AWS"
2025-12,베트남,Cloud/DevOps,92,10.05,61.4,42161,111.9,50.2,"Python, SQL, AWS"
